layer,crop,cv,model,metric,point,ci_lo,ci_hi,boot_mean,boot_sd,method,n,n_boot,seed
C,bugday,LOILO,xgboost,bias_kg_da,3.2168,-10.4797,17.5245,3.3661,6.9638,cluster,213,5000,12345
C,bugday,LOYO,elastic_net,r2,-0.7242,-0.9656,-0.5143,-0.7346,0.1156,iid,213,5000,12345
C,bugday,LOYO,elastic_net,rmse_kg_da,92.5142,82.8655,102.0063,92.3355,4.9168,iid,213,5000,12345
C,bugday,LOYO,elastic_net,mae_kg_da,72.0918,64.5381,79.8874,72.0637,3.9688,iid,213,5000,12345
C,bugday,LOYO,elastic_net,mape_pct,18.452,16.5319,20.5626,18.441,1.0343,iid,213,5000,12345
C,bugday,LOYO,elastic_net,bias_kg_da,3.4502,-8.8804,15.5,3.4517,6.2398,iid,213,5000,12345
C,bugday,LOYO,elastic_net,r2,-0.7242,-1.5981,-0.222,-0.7979,0.3368,cluster,213,5000,12345
C,bugday,LOYO,elastic_net,rmse_kg_da,92.5142,66.5867,115.832,91.9359,12.7522,cluster,213,5000,12345
C,bugday,LOYO,elastic_net,mae_kg_da,72.0918,50.5435,95.4062,72.5033,11.5035,cluster,213,5000,12345
C,bugday,LOYO,elastic_net,mape_pct,18.452,13.3225,24.6229,18.5811,2.9336,cluster,213,5000,12345
C,bugday,LOYO,elastic_net,bias_kg_da,3.4502,-49.9677,54.0157,3.9563,26.5844,cluster,213,5000,12345
C,bugday,LOYO,gpr,r2,-0.541,-0.7766,-0.343,-0.5507,0.1119,iid,213,5000,12345
C,bugday,LOYO,gpr,rmse_kg_da,87.4606,78.2817,96.4405,87.2854,4.6509,iid,213,5000,12345
C,bugday,LOYO,gpr,mae_kg_da,67.8969,60.7851,75.2893,67.8595,3.7816,iid,213,5000,12345
C,bugday,LOYO,gpr,mape_pct,17.2051,15.4389,19.0551,17.1921,0.9443,iid,213,5000,12345
C,bugday,LOYO,gpr,bias_kg_da,3.8541,-7.6669,15.1909,3.8445,5.8851,iid,213,5000,12345
C,bugday,LOYO,gpr,r2,-0.541,-1.2264,-0.1045,-0.6045,0.2764,cluster,213,5000,12345
C,bugday,LOYO,gpr,rmse_kg_da,87.4606,62.7123,109.0415,86.907,11.8444,cluster,213,5000,12345
C,bugday,LOYO,gpr,mae_kg_da,67.8969,48.4474,88.957,68.2456,10.3997,cluster,213,5000,12345
C,bugday,LOYO,gpr,mape_pct,17.2051,12.6838,22.4236,17.3147,2.5258,cluster,213,5000,12345
C,bugday,LOYO,gpr,bias_kg_da,3.8541,-47.1809,51.4701,4.2702,25.0284,cluster,213,5000,12345
C,bugday,LOYO,pls,r2,-1.1345,-1.4996,-0.8278,-1.15,0.173,iid,213,5000,12345
C,bugday,LOYO,pls,rmse_kg_da,102.9344,92.1642,113.4735,102.7438,5.4623,iid,213,5000,12345
C,bugday,LOYO,pls,mae_kg_da,81.2675,72.8404,89.7686,81.2315,4.3409,iid,213,5000,12345
C,bugday,LOYO,pls,mape_pct,20.7728,18.6775,22.9868,20.7596,1.1052,iid,213,5000,12345
C,bugday,LOYO,pls,bias_kg_da,6.8029,-6.7006,20.1217,6.8084,6.91,iid,213,5000,12345
C,bugday,LOYO,pls,r2,-1.1345,-2.2886,-0.4333,-1.2312,0.4636,cluster,213,5000,12345
C,bugday,LOYO,pls,rmse_kg_da,102.9344,73.5236,128.6656,102.2141,14.325,cluster,213,5000,12345
C,bugday,LOYO,pls,mae_kg_da,81.2675,56.3301,106.8968,81.6719,13.1004,cluster,213,5000,12345
C,bugday,LOYO,pls,mape_pct,20.7728,14.7078,27.5582,20.9022,3.3223,cluster,213,5000,12345
C,bugday,LOYO,pls,bias_kg_da,6.8029,-54.751,66.0421,7.3531,30.553,cluster,213,5000,12345
C,bugday,LOYO,random_forest,r2,-0.5543,-0.8036,-0.3611,-0.5668,0.1134,iid,213,5000,12345
C,bugday,LOYO,random_forest,rmse_kg_da,87.837,79.9691,95.5637,87.7064,4.0104,iid,213,5000,12345
C,bugday,LOYO,random_forest,mae_kg_da,69.1454,62.1576,76.3976,69.1153,3.7067,iid,213,5000,12345
C,bugday,LOYO,random_forest,mape_pct,17.8746,15.8936,19.9751,17.861,1.0427,iid,213,5000,12345
C,bugday,LOYO,random_forest,bias_kg_da,9.6166,-2.0481,21.069,9.5924,5.9149,iid,213,5000,12345
C,bugday,LOYO,random_forest,r2,-0.5543,-1.8337,0.0161,-0.6497,0.4708,cluster,213,5000,12345
C,bugday,LOYO,random_forest,rmse_kg_da,87.837,60.3459,112.1816,87.3855,13.1728,cluster,213,5000,12345
C,bugday,LOYO,random_forest,mae_kg_da,69.1454,46.1866,95.9249,69.7291,12.9511,cluster,213,5000,12345
C,bugday,LOYO,random_forest,mape_pct,17.8746,11.835,25.756,18.0494,3.6589,cluster,213,5000,12345
C,bugday,LOYO,random_forest,bias_kg_da,9.6166,-37.5887,59.6681,10.1579,24.9402,cluster,213,5000,12345
C,bugday,LOYO,stacking,r2,-0.6582,-0.9489,-0.4093,-0.6684,0.14,iid,213,5000,12345
C,bugday,LOYO,stacking,rmse_kg_da,90.7263,80.4775,100.6846,90.5172,5.186,iid,213,5000,12345
C,bugday,LOYO,stacking,mae_kg_da,69.6319,62.0741,77.5337,69.6018,3.9862,iid,213,5000,12345
C,bugday,LOYO,stacking,mape_pct,17.5968,15.7261,19.5431,17.5852,0.9731,iid,213,5000,12345
C,bugday,LOYO,stacking,bias_kg_da,-2.3729,-14.4641,9.4104,-2.3907,6.1114,iid,213,5000,12345
C,bugday,LOYO,stacking,r2,-0.6582,-1.5041,-0.0205,-0.7163,0.3793,cluster,213,5000,12345
C,bugday,LOYO,stacking,rmse_kg_da,90.7263,59.9527,117.2408,89.8435,14.7619,cluster,213,5000,12345
C,bugday,LOYO,stacking,mae_kg_da,69.6319,45.8879,96.1337,70.0729,12.9321,cluster,213,5000,12345
C,bugday,LOYO,stacking,mape_pct,17.5968,12.071,24.1744,17.7329,3.1587,cluster,213,5000,12345
C,bugday,LOYO,stacking,bias_kg_da,-2.3729,-55.2532,49.7344,-1.8572,26.8175,cluster,213,5000,12345
C,bugday,LOYO,xgboost,r2,-0.3114,-0.5221,-0.1475,-0.3215,0.0954,iid,213,5000,12345
C,bugday,LOYO,xgboost,rmse_kg_da,80.6837,73.3305,87.8064,80.5498,3.7017,iid,213,5000,12345
C,bugday,LOYO,xgboost,mae_kg_da,63.4313,56.7158,70.1029,63.3996,3.3945,iid,213,5000,12345
C,bugday,LOYO,xgboost,mape_pct,16.3638,14.5465,18.3032,16.3505,0.9436,iid,213,5000,12345
C,bugday,LOYO,xgboost,bias_kg_da,8.0172,-2.5899,18.6893,7.9753,5.4347,iid,213,5000,12345
C,bugday,LOYO,xgboost,r2,-0.3114,-1.2704,0.1209,-0.3882,0.3456,cluster,213,5000,12345
C,bugday,LOYO,xgboost,rmse_kg_da,80.6837,57.453,100.8769,80.3486,11.0965,cluster,213,5000,12345
C,bugday,LOYO,xgboost,mae_kg_da,63.4313,43.1748,86.0482,63.8973,11.0261,cluster,213,5000,12345
C,bugday,LOYO,xgboost,mape_pct,16.3638,11.2222,22.9635,16.5058,3.0245,cluster,213,5000,12345
C,bugday,LOYO,xgboost,bias_kg_da,8.0172,-33.8227,52.0011,8.4966,21.9814,cluster,213,5000,12345
C,bugday,Spatiotemporal,elastic_net,r2,0.0591,-0.0602,0.1699,0.0555,0.0583,iid,213,5000,12345
C,bugday,Spatiotemporal,elastic_net,rmse_kg_da,68.3412,60.4248,76.0933,68.1636,3.9677,iid,213,5000,12345
C,bugday,Spatiotemporal,elastic_net,mae_kg_da,52.6089,46.8293,58.6425,52.5687,2.9811,iid,213,5000,12345
C,bugday,Spatiotemporal,elastic_net,mape_pct,13.5173,11.9644,15.1543,13.5017,0.8051,iid,213,5000,12345
C,bugday,Spatiotemporal,elastic_net,bias_kg_da,1.4879,-7.4245,10.312,1.4826,4.6567,iid,213,5000,12345
C,bugday,Spatiotemporal,gpr,r2,0.2637,0.1258,0.3805,0.2593,0.0654,iid,213,5000,12345
C,bugday,Spatiotemporal,gpr,rmse_kg_da,60.4552,53.6989,66.8203,60.2979,3.3741,iid,213,5000,12345
C,bugday,Spatiotemporal,gpr,mae_kg_da,46.3313,41.2431,51.4831,46.302,2.6213,iid,213,5000,12345
C,bugday,Spatiotemporal,gpr,mape_pct,11.9345,10.5319,13.4025,11.9229,0.7309,iid,213,5000,12345
C,bugday,Spatiotemporal,gpr,bias_kg_da,2.8553,-5.2272,11.1241,2.8428,4.1313,iid,213,5000,12345
C,bugday,Spatiotemporal,pls,r2,0.0788,-0.0925,0.2389,0.0751,0.0844,iid,213,5000,12345
C,bugday,Spatiotemporal,pls,rmse_kg_da,67.624,58.9829,76.1845,67.3999,4.3377,iid,213,5000,12345
C,bugday,Spatiotemporal,pls,mae_kg_da,50.9087,45.1021,57.0516,50.8573,3.0409,iid,213,5000,12345
C,bugday,Spatiotemporal,pls,mape_pct,13.002,11.4909,14.6059,12.9829,0.7904,iid,213,5000,12345
C,bugday,Spatiotemporal,pls,bias_kg_da,1.7725,-7.0462,10.5685,1.7634,4.6056,iid,213,5000,12345
C,bugday,Spatiotemporal,random_forest,r2,0.3721,0.2556,0.4679,0.3698,0.0541,iid,213,5000,12345
C,bugday,Spatiotemporal,random_forest,rmse_kg_da,55.8288,49.8173,61.7538,55.6192,3.0516,iid,213,5000,12345
C,bugday,Spatiotemporal,random_forest,mae_kg_da,44.3215,39.8671,48.87,44.2419,2.3089,iid,213,5000,12345
C,bugday,Spatiotemporal,random_forest,mape_pct,11.4533,10.1492,12.8185,11.4289,0.6823,iid,213,5000,12345
C,bugday,Spatiotemporal,random_forest,bias_kg_da,2.4645,-5.0271,9.9535,2.444,3.81,iid,213,5000,12345
C,bugday,Spatiotemporal,xgboost,r2,0.4795,0.3641,0.5709,0.4763,0.0524,iid,213,5000,12345
C,bugday,Spatiotemporal,xgboost,rmse_kg_da,50.8295,45.027,56.7328,50.6804,2.9955,iid,213,5000,12345
C,bugday,Spatiotemporal,xgboost,mae_kg_da,39.9414,35.861,44.3229,39.887,2.1315,iid,213,5000,12345
C,bugday,Spatiotemporal,xgboost,mape_pct,10.2952,9.1408,11.5272,10.277,0.6116,iid,213,5000,12345
C,bugday,Spatiotemporal,xgboost,bias_kg_da,1.1268,-5.7847,7.8015,1.0894,3.4818,iid,213,5000,12345
