file,column,dtype,non_null_pct,value_range_or_example,description
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,NDWI_greenup_median,float64,100.0,-0.1133..0.2071,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,NDWI_greenup_stdDev,float64,100.0,0.06909..0.2181,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,NDWI_greenup_p10,float64,100.0,-0.248..-0.01165,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,NDWI_greenup_p90,float64,100.0,0.05659..0.4179,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,NDWI_greenup_cv,float64,100.0,-123.4..150.8,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,NDWI_greenup_range,float64,100.0,0.1718..0.5859,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,GNDVI_greenup_mean,float64,100.0,0.3313..0.5981,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,GNDVI_greenup_median,float64,100.0,0.332..0.5977,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,GNDVI_greenup_stdDev,float64,100.0,0.07122..0.1612,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,GNDVI_greenup_p10,float64,100.0,0.1759..0.4884,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,GNDVI_greenup_p90,float64,100.0,0.4804..0.7305,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,GNDVI_greenup_cv,float64,100.0,0.1581..0.3648,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,GNDVI_greenup_range,float64,100.0,0.1679..0.4296,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,OSAVI_greenup_mean,float64,100.0,0.1857..0.4199,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,OSAVI_greenup_median,float64,100.0,0.166..0.4258,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,OSAVI_greenup_stdDev,float64,100.0,0.08081..0.2143,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,OSAVI_greenup_p10,float64,100.0,0.1036..0.2441,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,OSAVI_greenup_p90,float64,100.0,0.291..0.6738,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,OSAVI_greenup_cv,float64,100.0,0.3019..0.6507,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,OSAVI_greenup_range,float64,100.0,0.1836..0.5703,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,NDVI_peak_mean,float64,100.0,0.2126..0.5693,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,NDVI_peak_median,float64,100.0,0.1816..0.5681,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,NDVI_peak_stdDev,float64,100.0,0.08232..0.3108,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,NDVI_peak_p10,float64,100.0,0.129..0.3028,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,NDVI_peak_p90,float64,100.0,0.3007..0.8945,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,NDVI_peak_cv,float64,100.0,0.266..0.7576,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,NDVI_peak_range,float64,100.0,0.1559..0.7422,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,EVI_peak_mean,float64,100.0,0.1474..0.453,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,EVI_peak_median,float64,100.0,0.123..0.4043,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,EVI_peak_stdDev,float64,100.0,0.05591..0.2765,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,EVI_peak_p10,float64,100.0,0.08006..0.2048,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,EVI_peak_p90,float64,100.0,0.2051..0.8145,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,EVI_peak_cv,float64,100.0,0.3195..0.8848,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,EVI_peak_range,float64,100.0,0.09362..0.6952,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,EVI2_peak_mean,float64,100.0,0.1406..0.4134,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,EVI2_peak_median,float64,100.0,0.1191..0.3691,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,EVI2_peak_stdDev,float64,100.0,0.05162..0.2531,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,EVI2_peak_p10,float64,100.0,0.07619..0.1933,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,EVI2_peak_p90,float64,100.0,0.1972..0.7364,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,EVI2_peak_cv,float64,100.0,0.3087..0.8577,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,EVI2_peak_range,float64,100.0,0.08967..0.6406,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,NDRE_peak_mean,float64,100.0,0.1252..0.3961,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,NDRE_peak_median,float64,100.0,0.1035..0.3654,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,NDRE_peak_stdDev,float64,100.0,0.06086..0.2421,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,NDRE_peak_p10,float64,100.0,0.06659..0.1935,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,NDRE_peak_p90,float64,100.0,0.1855..0.6856,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,NDRE_peak_cv,float64,100.0,0.3007..0.9457,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,NDRE_peak_range,float64,100.0,0.1131..0.5938,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,CIre_peak_mean,float64,100.0,0.2496..1.848,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,CIre_peak_median,float64,100.0,0.1697..1.109,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,CIre_peak_stdDev,float64,100.0,0.2049..2.878,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,CIre_peak_p10,float64,100.0,0.1072..0.774,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,CIre_peak_p90,float64,100.0,0.3899..4.391,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,CIre_peak_cv,float64,100.0,0.4855..3.708,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,CIre_peak_range,float64,100.0,0..4.129,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,NDWI_peak_mean,float64,100.0,-0.1641..0.1492,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,NDWI_peak_median,float64,100.0,-0.1836..0.1192,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,NDWI_peak_stdDev,float64,100.0,0.06901..0.2694,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,NDWI_peak_p10,float64,100.0,-0.2559..-0.1191,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,NDWI_peak_p90,float64,100.0,-0.08403..0.4746,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,NDWI_peak_cv,float64,100.0,-708.2..135.8,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,NDWI_peak_range,float64,100.0,0.1367..0.6679,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,GNDVI_peak_mean,float64,100.0,0.3529..0.5614,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,GNDVI_peak_median,float64,100.0,0.3319..0.5489,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,GNDVI_peak_stdDev,float64,100.0,0.05551..0.1948,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,GNDVI_peak_p10,float64,100.0,0.2774..0.4008,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,GNDVI_peak_p90,float64,100.0,0.4179..0.7773,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,GNDVI_peak_cv,float64,100.0,0.153..0.3827,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,GNDVI_peak_range,float64,100.0,0.1091..0.4764,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,OSAVI_peak_mean,float64,100.0,0.156..0.4175,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,OSAVI_peak_median,float64,100.0,0.1347..0.4002,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,OSAVI_peak_stdDev,float64,100.0,0.05619..0.2316,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,OSAVI_peak_p10,float64,100.0,0.09177..0.2168,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,OSAVI_peak_p90,float64,100.0,0.2167..0.6777,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,OSAVI_peak_cv,float64,100.0,0.2724..0.7658,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,OSAVI_peak_range,float64,100.0,0.1053..0.5625,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,NDVI_harvest_mean,float64,100.0,0.1505..0.5199,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,NDVI_harvest_median,float64,100.0,0.1367..0.545,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,NDVI_harvest_stdDev,float64,100.0,0.06108..0.2843,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,NDVI_harvest_p10,float64,100.0,0.0743..0.299,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,NDVI_harvest_p90,float64,100.0,0.199..0.8301,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,NDVI_harvest_cv,float64,100.0,0.2869..0.7811,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,NDVI_harvest_range,float64,100.0,0.07412..0.6797,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,EVI_harvest_mean,float64,100.0,0.09749..0.3717,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,EVI_harvest_median,float64,100.0,0.0897..0.3478,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,EVI_harvest_stdDev,float64,100.0,0.03742..0.2539,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,EVI_harvest_p10,float64,100.0,0.03527..0.1977,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,EVI_harvest_p90,float64,100.0,0.1365..0.7168,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,EVI_harvest_cv,float64,100.0,0.2447..0.9081,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,EVI_harvest_range,float64,100.0,0.06626..0.6132,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,EVI2_harvest_mean,float64,100.0,0.08956..0.3503,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,EVI2_harvest_median,float64,100.0,0.08193..0.3224,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,EVI2_harvest_stdDev,float64,100.0,0.03728..0.2384,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,EVI2_harvest_p10,float64,100.0,0.03322..0.1855,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,EVI2_harvest_p90,float64,100.0,0.1287..0.6778,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,EVI2_harvest_cv,float64,100.0,0.2486..0.9184,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,EVI2_harvest_range,float64,100.0,0.06238..0.5742,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,NDRE_harvest_mean,float64,100.0,0.08276..0.3441,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,NDRE_harvest_median,float64,100.0,0.07618..0.3458,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,NDRE_harvest_stdDev,float64,100.0,0.0442..0.1967,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,NDRE_harvest_p10,float64,100.0,0.02759..0.1893,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,NDRE_harvest_p90,float64,100.0,0.1191..0.5664,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,NDRE_harvest_cv,float64,100.0,0.3158..0.8672,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,NDRE_harvest_range,float64,100.0,0.05845..0.4844,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,CIre_harvest_mean,float64,100.0,0.1692..1.108,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,CIre_harvest_median,float64,100.0,0.1394..0.985,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,CIre_harvest_stdDev,float64,100.0,0.1252..0.9971,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,CIre_harvest_p10,float64,100.0,0.08049..0.3911,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,CIre_harvest_p90,float64,100.0,0.2325..2.515,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,CIre_harvest_cv,float64,100.0,0.4848..1.686,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,CIre_harvest_range,float64,100.0,0.1181..2.403,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,NDWI_harvest_mean,float64,100.0,-0.2385..0.08636,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,NDWI_harvest_median,float64,100.0,-0.254..0.005957,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,NDWI_harvest_stdDev,float64,100.0,0.05156..0.2635,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,NDWI_harvest_p10,float64,100.0,-0.3163..-0.1425,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,NDWI_harvest_p90,float64,100.0,-0.1681..0.4473,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,NDWI_harvest_cv,float64,100.0,-12.3..18.04,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,NDWI_harvest_range,float64,100.0,0.1014..0.6485,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,GNDVI_harvest_mean,float64,100.0,0.2686..0.5297,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,GNDVI_harvest_median,float64,100.0,0.2695..0.541,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,GNDVI_harvest_stdDev,float64,100.0,0.05072..0.1691,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,GNDVI_harvest_p10,float64,100.0,0.1524..0.3966,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,GNDVI_harvest_p90,float64,100.0,0.3396..0.7207,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,GNDVI_harvest_cv,float64,100.0,0.1498..0.3621,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,GNDVI_harvest_range,float64,100.0,0.08975..0.414,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,OSAVI_harvest_mean,float64,100.0,0.105..0.3586,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,OSAVI_harvest_median,float64,100.0,0.09571..0.3652,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,OSAVI_harvest_stdDev,float64,100.0,0.04246..0.217,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,OSAVI_harvest_p10,float64,100.0,0.04496..0.2129,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,OSAVI_harvest_p90,float64,100.0,0.1425..0.6309,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,OSAVI_harvest_cv,float64,100.0,0.2593..0.7906,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_sunflower.csv,OSAVI_harvest_range,float64,100.0,0.06234..0.5156,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_wheat.csv,ilce_id,int64,100.0,1163..2096,TÜİK district (ilçe) numeric code
02_crop_specific_layer/spectral_indices8_distribution_wheat.csv,ilce,str,100.0,Babaeski,District name
02_crop_specific_layer/spectral_indices8_distribution_wheat.csv,il,str,100.0,Kırklareli,Province (Edirne/Kırklareli/Tekirdağ[/İstanbul])
02_crop_specific_layer/spectral_indices8_distribution_wheat.csv,year,int64,100.0,2017..2024,Calendar year
02_crop_specific_layer/spectral_indices8_distribution_wheat.csv,NDVI_greenup_mean,float64,99.6,0.2329..0.6512,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_wheat.csv,NDVI_greenup_median,float64,99.6,0.2441..0.7461,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_wheat.csv,NDVI_greenup_stdDev,float64,99.6,0.1064..0.3679,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_wheat.csv,NDVI_greenup_p10,float64,99.6,-0.3398..0.3613,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_wheat.csv,NDVI_greenup_p90,float64,99.6,0.3691..0.9023,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_wheat.csv,NDVI_greenup_cv,float64,99.6,0.263..1.291,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_wheat.csv,NDVI_greenup_range,float64,99.6,0.2498..1.047,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_wheat.csv,EVI_greenup_mean,float64,99.6,0.1339..0.4486,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_wheat.csv,EVI_greenup_median,float64,99.6,0.1231..0.5039,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_wheat.csv,EVI_greenup_stdDev,float64,99.6,0.0565..0.2375,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_wheat.csv,EVI_greenup_p10,float64,99.6,-0.1055..0.1933,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_wheat.csv,EVI_greenup_p90,float64,99.6,0.2089..0.7304,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_wheat.csv,EVI_greenup_cv,float64,99.6,0.346..1.096,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_wheat.csv,EVI_greenup_range,float64,99.6,0.1366..0.6406,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_wheat.csv,EVI2_greenup_mean,float64,99.6,0.1275..0.4301,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_wheat.csv,EVI2_greenup_median,float64,99.6,0.1231..0.4648,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_wheat.csv,EVI2_greenup_stdDev,float64,99.6,0.06287..0.2192,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_wheat.csv,EVI2_greenup_p10,float64,99.6,-0.09771..0.1897,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_wheat.csv,EVI2_greenup_p90,float64,99.6,0.2011..0.6913,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_wheat.csv,EVI2_greenup_cv,float64,99.6,0.3416..1.084,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_wheat.csv,EVI2_greenup_range,float64,99.6,0.1405..0.5937,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_wheat.csv,NDRE_greenup_mean,float64,99.6,0.1229..0.4448,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_wheat.csv,NDRE_greenup_median,float64,99.6,0.1543..0.4961,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_wheat.csv,NDRE_greenup_stdDev,float64,99.6,0.07066..0.2925,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_wheat.csv,NDRE_greenup_p10,float64,99.6,-0.379..0.2247,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_wheat.csv,NDRE_greenup_p90,float64,99.6,0.2323..0.6777,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_wheat.csv,NDRE_greenup_cv,float64,99.6,0.2955..2.381,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_wheat.csv,NDRE_greenup_range,float64,99.6,0.1638..0.8282,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_wheat.csv,CIre_greenup_mean,float64,99.6,0.2475..2.088,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_wheat.csv,CIre_greenup_median,float64,99.6,0.2421..1.969,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_wheat.csv,CIre_greenup_stdDev,float64,99.6,0.1841..2.463,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_wheat.csv,CIre_greenup_p10,float64,99.6,-0.485..0.86,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_wheat.csv,CIre_greenup_p90,float64,99.6,0.4607..4.094,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_wheat.csv,CIre_greenup_cv,float64,99.6,0.4965..2.059,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_wheat.csv,CIre_greenup_range,float64,99.6,0.4847..3.814,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_wheat.csv,NDWI_greenup_mean,float64,99.6,-0.1835..0.2702,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_wheat.csv,NDWI_greenup_median,float64,99.6,-0.1934..0.3398,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_wheat.csv,NDWI_greenup_stdDev,float64,99.6,0.09668..0.3412,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_wheat.csv,NDWI_greenup_p10,float64,99.6,-0.3008..-0.003887,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_wheat.csv,NDWI_greenup_p90,float64,99.6,-0.05277..0.754,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_wheat.csv,NDWI_greenup_cv,float64,99.6,-83.83..123.3,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_wheat.csv,NDWI_greenup_range,float64,99.6,0.2419..0.9843,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_wheat.csv,GNDVI_greenup_mean,float64,99.6,0.3007..0.6258,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_wheat.csv,GNDVI_greenup_median,float64,99.6,0.3554..0.6836,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_wheat.csv,GNDVI_greenup_stdDev,float64,99.6,0.07246..0.3575,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_wheat.csv,GNDVI_greenup_p10,float64,99.6,-0.34..0.4708,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_wheat.csv,GNDVI_greenup_p90,float64,99.6,0.4707..0.8164,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_wheat.csv,GNDVI_greenup_cv,float64,99.6,0.1481..1.189,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_wheat.csv,GNDVI_greenup_range,float64,99.6,0.1638..0.9845,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_wheat.csv,OSAVI_greenup_mean,float64,99.6,0.1551..0.4549,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_wheat.csv,OSAVI_greenup_median,float64,99.6,0.1621..0.5195,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_wheat.csv,OSAVI_greenup_stdDev,float64,99.6,0.0716..0.2262,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_wheat.csv,OSAVI_greenup_p10,float64,99.6,-0.1525..0.2362,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_wheat.csv,OSAVI_greenup_p90,float64,99.6,0.2441..0.6601,see README / derived spectral or climate feature
02_crop_specific_layer/spectral_indices8_distribution_wheat.csv,OSAVI_greenup_cv,float64,99.6,0.2879..1.128,see README / derived spectral or climate feature
