ilce_id,ilce,il,year,verim_kg_da,gdd_cum_season,gdd_flowering,vernalization_days,tp_season_sum,tp_winter_sum,tp_flowering,tp_grain_fill,aridity_index,heat_stress_days,t2m_flowering_mean,t2m_flowering_max,tdiff_mean,ssr_flowering_sum,ssr_season_sum
1523,Meriç,Edirne,2024,199.0,2925.3949999999995,671.4700000000001,0,153.26,,10.72,7.6,0.1059566744531507,59,29.594838709677425,36.66774193548388,12.926502732240436,779.2800000000002,4035.940000000001
1538,Muratlı,Tekirdağ,2017,263.0,2367.565,537.8,0,234.37,,44.31,17.209999999999997,0.1910669321269303,25,25.10129032258065,31.197741935483872,10.87431693989071,802.7799999999997,4059.79
1538,Muratlı,Tekirdağ,2018,241.0,2524.53,557.21,0,272.72,,79.53,1.01,0.2364984417699735,15,25.91161290322581,30.81548387096775,9.810601092896176,740.6800000000001,4002.06
1538,Muratlı,Tekirdağ,2019,251.0,2419.735,520.565,0,172.78,,31.85,19.75,0.1463891883627011,22,24.761612903225803,30.46806451612904,10.292950819672132,764.9699999999999,3977.57
1538,Muratlı,Tekirdağ,2020,288.0,2400.71,535.4399999999999,0,219.83,,7.03,10.909999999999998,0.1790530606936657,24,25.127096774193557,31.142258064516124,10.639562841530056,860.68,4106.630000000001
1538,Muratlı,Tekirdağ,2021,250.0,2382.5199999999995,577.4,0,211.36,,13.469999999999995,12.929999999999998,0.1844493398684364,34,26.508064516129032,32.46129032258064,10.046939890710384,819.3400000000001,3896.35
1538,Muratlı,Tekirdağ,2022,242.0,2436.91,533.1850000000001,0,193.1,,21.9,42.79,0.1586001923201454,22,25.059677419354845,30.976129032258065,10.63912568306011,833.4399999999999,4065.29
1538,Muratlı,Tekirdağ,2023,85.0,2486.13,603.845,0,186.24,,11.19,3.1899999999999995,0.1596350414261402,44,27.444193548387094,33.73064516129032,10.268415300546447,833.3900000000002,3850.99
1538,Muratlı,Tekirdağ,2024,170.0,2694.8700000000003,615.275,0,135.59,,7.81,5.0200000000000005,0.1057432703610228,47,27.701935483870965,33.66193548387097,10.677814207650274,805.9199999999998,4080.68
1572,Pehlivanköy,Kırklareli,2017,239.0,2428.81,553.2599999999999,0,273.97,,59.83,12.01,0.1916481994462084,39,25.58129032258065,33.62580645161291,14.356775956284151,802.7799999999997,4059.79
1572,Pehlivanköy,Kırklareli,2018,307.0,2519.59,541.5949999999999,0,258.65,,79.18,1.89,0.1945084466611531,42,25.350000000000005,31.60258064516129,13.068852459016396,740.6800000000001,4002.06
1572,Pehlivanköy,Kırklareli,2019,258.0,2482.7200000000003,544.5500000000001,0,230.70000000000005,,45.38,31.68,0.1655446088164147,44,25.515483870967746,33.28645161290322,14.009344262295082,764.9699999999999,3977.57
1572,Pehlivanköy,Kırklareli,2020,325.0,2469.95,572.3299999999999,0,229.11,,1.84,7.41,0.1596645713575631,54,26.26612903225806,34.483548387096775,14.179945355191258,860.68,4106.630000000001
1572,Pehlivanköy,Kırklareli,2021,306.0,2390.16,599.15,0,220.56,,14.4,13.81,0.166668432710007,55,27.134516129032253,35.18,13.302240437158469,819.3400000000001,3896.35
1572,Pehlivanköy,Kırklareli,2022,296.0,2495.07,581.8800000000001,0,221.16,,20.27,46.8,0.1556284782323186,50,26.649677419354838,34.76258064516129,14.103169398907104,833.4399999999999,4065.29
1572,Pehlivanköy,Kırklareli,2023,158.0,2558.1450000000004,630.4299999999998,0,218.67,,19.77,10.48,0.1602755519781737,57,28.345161290322583,36.51870967741936,13.636120218579237,833.3900000000002,3850.99
1572,Pehlivanköy,Kırklareli,2024,177.0,2786.885,648.5999999999999,0,172.17,,20.090000000000003,10.34,0.1138738987891553,58,28.8141935483871,36.67161290322581,14.260928961748634,805.9199999999998,4080.68
1577,Pınarhisar,Kırklareli,2017,292.0,2261.46,519.43,0,261.66,,58.78000000000001,14.99,0.1941431272962968,36,24.49,31.97967741935484,13.509562841530055,802.7799999999997,4059.79
