ilce_id,ilce,il,year,crop,verim_kg_da,gdd_cum_season,gdd_flowering,vernalization_days,tp_season_sum,tp_winter_sum,tp_flowering,tp_grain_fill,aridity_index,heat_stress_days,t2m_flowering_mean,t2m_flowering_max,tdiff_mean,ssr_flowering_sum,ssr_season_sum,ndvi_max,ndvi_mean_season,ndvi_integral,ndvi_flowering,ndvi_grain_fill,ndvi_spring_slope,greenness_days
1250,Çerkezköy,Tekirdağ,2021,aycicegi_yaglik,220.0,2187.8100000000004,536.8900000000001,0,222.63000000000002,,17.92,13.039999999999997,0.2250211585791207,16,25.12967741935484,29.785806451612903,8.39415300546448,772.84,3821.6,0.6182970479949623,0.4057677137171878,4.869212564606253,0.36813439764577927,0.25116819328669937,-0.002309761463943636,16
1250,Çerkezköy,Tekirdağ,2022,aycicegi_yaglik,163.0,2219.985,493.71500000000003,0,250.23999999999998,,46.67,45.26,0.24281484393836897,3,23.731612903225805,28.196451612903232,8.666721311475408,826.1899999999999,3973.69,0.563781206840821,0.3845358050076275,4.229893855083903,0.29553674144485514,0.2149175463465328,-0.0018420692582210253,0
1250,Çerkezköy,Tekirdağ,2023,aycicegi_yaglik,105.0,2286.835,554.205,0,206.84999999999997,,12.629999999999999,7.15,0.21196275647730142,17,25.791612903225808,31.065483870967746,8.205956284153006,809.2,3725.74,0.6368846095640004,0.34086923462243074,3.749561580846738,0.2685706570998925,0.20842087477078675,-0.0046356099757169245,16
1250,Çerkezköy,Tekirdağ,2024,aycicegi_yaglik,140.0,2496.8999999999996,574.9400000000002,0,172.32,,17.54,7.75,0.16104049283072872,14,26.322580645161292,30.924193548387095,8.491147540983608,774.4100000000002,3954.74,0.6029266785776898,0.34009843397979134,3.7410827737777046,0.23672008626694857,0.1995756709883797,-0.004306295924327052,16
1250,Çerkezköy,Tekirdağ,2017,bugday,420.0,3235.2250000000004,483.15999999999997,68,602.17,407.96999999999997,34.87,43.46,0.733195593705806,4,15.481612903225805,19.640645161290323,7.397812499999999,673.3499999999999,3787.32,0.6003760260387282,0.453766987895791,4.53766987895791,0.5502566157648145,0.47138640950520483,-0.0007824708833256525,16
1250,Çerkezköy,Tekirdağ,2018,bugday,343.0,3691.445,553.215,57,754.47,484.52,43.900000000000006,91.09,0.9442192424517879,0,17.60161290322581,21.6383870967742,7.191770833333332,587.6999999999999,3710.5499999999997,0.616172629945015,0.42439853613338163,6.365978042000725,0.443074564393385,0.39060174000974623,-0.0016199651987288306,16
1250,Çerkezköy,Tekirdağ,2019,bugday,380.0,3533.1400000000003,537.73,70,602.3399999999999,420.29999999999995,45.89,31.91,0.7594270768468212,3,17.195483870967745,21.890645161290323,7.0010763888888885,653.04,3666.9599999999996,0.581179277880317,0.4194261090135242,6.291391635202863,0.4597207647472139,0.4265554290538199,-0.000809340704976833,0
1250,Çerkezköy,Tekirdağ,2020,bugday,430.0,3752.6499999999996,503.47,52,512.21,291.21,75.82999999999998,57.650000000000006,0.6027197344743304,1,16.2,20.675806451612896,7.446262975778548,654.86,3874.3899999999994,0.5833486352125171,0.44328134298412164,7.97906417371419,0.5673458956432669,0.44866305788529537,-0.00027199106774656066,0
1250,Çerkezköy,Tekirdağ,2021,bugday,527.0,3643.27,516.915,42,650.78,403.28,48.959999999999994,65.54,0.8156656637291524,2,16.624838709677416,20.809354838709673,7.114513888888889,681.22,3707.88,0.6182970479949623,0.45140515437549256,7.673887624383373,0.5568611471914275,0.43585902059917647,-0.0009975445863756795,16
1250,Çerkezköy,Tekirdağ,2022,bugday,382.0,3393.71,501.94499999999994,55,584.62,381.40999999999997,17.490000000000002,47.02,0.7204421570493217,1,15.900645161290322,20.910000000000004,7.197361111111111,761.58,3809.49,0.563781206840821,0.34590503467221884,6.226290624099939,0.5152232268406709,0.3800027550011911,0.0013872999731008035,0
1250,Çerkezköy,Tekirdağ,2023,bugday,351.0,3764.72,462.485,49,381.76,164.4,33.57,21.58,0.485962425171175,1,14.684838709677422,18.500322580645157,7.158333333333335,576.3999999999999,3629.4399999999996,0.6368846095640004,0.33587856624972595,6.045814192495067,0.5216999653728321,0.2201482303996021,-0.001730324590356838,16
1250,Çerkezköy,Tekirdağ,2024,bugday,334.0,4064.2799999999997,482.81,55,565.8199999999999,405.67,35.77,8.19,0.6264416083397577,8,15.438709677419356,19.517741935483873,7.605813148788927,676.01,3874.3999999999996,0.6029266785776898,0.40207793668488084,7.2374028603278555,0.41161954659840555,0.31141883209593757,-0.002867799147461053,16
1258,Çorlu,Tekirdağ,2017,aycicegi_yaglik,234.0,2367.5649999999996,537.8,0,234.37,,44.309999999999995,17.209999999999997,0.19106693212693032,25,25.10129032258065,31.197741935483872,10.87431693989071,802.7799999999997,4059.7899999999995,0.6002607667680577,0.4199182495289175,4.619100744818092,0.3490426393044473,0.2577019798632472,-0.0023938185320724766,16
1258,Çorlu,Tekirdağ,2018,aycicegi_yaglik,220.0,2524.5299999999997,557.21,0,272.72,,79.53,1.01,0.23649844176997356,15,25.91161290322581,30.81548387096775,9.810601092896176,740.6800000000001,4002.0599999999995,0.612525500225119,0.38664157113709724,4.2530572825080695,0.4332894596106784,0.3083728760513837,-0.003549171354916814,16
1258,Çorlu,Tekirdağ,2019,aycicegi_yaglik,235.0,2419.7349999999997,520.565,0,172.78,,31.849999999999998,19.75,0.14638918836270112,22,24.761612903225803,30.468064516129036,10.292950819672132,764.9699999999999,3977.57,0.600084391955802,0.34647375891616394,3.811211348077803,0.3085035120430796,0.2204659297929052,-0.0033665971761768533,16
