prediction_date,target_date,predicted_ndvi,last_observed_ndvi,residual_delta,predicted_ndvi_scaled,climatology_ndvi,anomaly_vs_climatology,actual_date,actual_ndvi,source,days_to_actual,abs_error,abs_err_naive
2025-07-07,2025-07-14,0.5844511732518674,0.626010000705719,-0.04155882745385164,0.872824490070343,0.438078125,0.14637304825186737,2025-07-15,0.5265,s2_gee_raw,1,0.05795117325186738,0.09951000070571903
2025-07-08,2025-07-15,0.5680747332513333,0.6099900007247925,-0.041915267473459195,0.8492510914802551,0.43616249999999995,0.13191223325133333,2025-07-15,0.5265,s2_gee_raw,0,0.04157473325133332,0.08349000072479251
2025-07-09,2025-07-16,0.5524378698706628,0.593970000743866,-0.04153213087320318,0.8267422914505005,0.42269375,0.1297441198706628,2025-07-15,0.5265,s2_gee_raw,1,0.025937869870662822,0.067470000743866
2025-07-10,2025-07-17,0.5377447627365589,0.5779500007629395,-0.04020523802638054,0.8055920004844666,0.42269375,0.11505101273655893,2025-07-15,0.5265,s2_gee_raw,2,0.011244762736558944,0.051450000762939485
2025-07-11,2025-07-18,0.5446210323631764,0.5832750201225281,-0.03865398775935169,0.815490186214447,0.41360833333333336,0.13101269902984303,2025-07-20,0.51275,s2_gee_raw,2,0.031871032363176344,0.07052502012252804
2025-07-12,2025-07-19,0.5513190433621407,0.5885999798774719,-0.037280936515331264,0.8251317739486694,0.423796875,0.12752216836214064,2025-07-20,0.51275,s2_gee_raw,1,0.03856904336214062,0.07584997987747188
2025-07-13,2025-07-20,0.5319610673606396,0.5679000020027161,-0.035938934642076426,0.7972665429115295,0.42677499999999996,0.10518606736063968,2025-07-20,0.51275,s2_gee_raw,0,0.0192110673606396,0.055150002002716025
2025-07-14,2025-07-21,0.5127621369779111,0.5472000241279602,-0.03443788715004914,0.7696302533149719,0.4249,0.08786213697791107,2025-07-20,0.51275,s2_gee_raw,1,1.2136977911025859e-05,0.034450024127960166
2025-07-15,2025-07-22,0.4936122743010522,0.5265000462532043,-0.032887771952152145,0.7420645952224731,0.4249,0.0687122743010522,2025-07-22,0.4347,s2_gee_raw,0,0.058912274301052225,0.09180004625320437
2025-07-16,2025-07-23,0.4923570105850697,0.5237500071525574,-0.031392996567487674,0.7402576804161072,0.4122083333333333,0.08014867725173641,2025-07-22,0.4347,s2_gee_raw,1,0.05765701058506972,0.0890500071525574
2025-07-17,2025-07-24,0.49099926368594177,0.5210000276565552,-0.03000076397061341,0.7383032441139221,0.4204520833333333,0.07054718035260849,2025-07-25,0.4198,s2_gee_raw,1,0.07119926368594176,0.10120002765655517
2025-07-18,2025-07-25,0.48966342127323165,0.518250048160553,-0.02858662688732133,0.7363803386688232,0.42879027777777773,0.06087314349545392,2025-07-25,0.4198,s2_gee_raw,0,0.06986342127323164,0.09845004816055297
2025-07-19,2025-07-26,0.4881765662670136,0.515500009059906,-0.027323442792892394,0.7342400550842285,0.4160041666666666,0.07217239960034699,2025-07-25,0.4198,s2_gee_raw,1,0.0683765662670136,0.095700009059906
2025-07-20,2025-07-27,0.4863414340674878,0.5127500295639038,-0.026408595496416,0.731598436832428,0.4160041666666666,0.07033726740082119,2025-07-25,0.4198,s2_gee_raw,2,0.0665414340674878,0.0929500295639038
2025-07-21,2025-07-28,0.44847222089767463,0.47372499108314514,-0.025252770185470508,0.6770868301391602,0.39063194444444443,0.0578402764532302,2025-07-30,0.3878,s2_gee_raw,2,0.060672220897674656,0.08592499108314516
2025-07-22,2025-07-29,0.41095919372439393,0.43470001220703125,-0.023740818482637316,0.6230879426002502,0.39768333333333333,0.013275860391060601,2025-07-30,0.3878,s2_gee_raw,1,0.023159193724393956,0.04690001220703127
